id,happiness,birth,edu,income,floor_area,height_cm,weight_jin,health,media_5
3704,5,1966,3,39000,56,173,125,3,1
3705,3,1953,4,40000,38,178,125,4,2
3706,4,1952,6,50000,55,164,130,3,1
3707,3,1988,6,50000,90,172,130,5,5
3708,4,1989,4,30000,100,175,160,5,5
3709,4,1970,4,20000,60,165,110,3,1
3710,4,1955,6,50000,48,165,130,4,5
3711,5,1945,3,25000,80,158,100,3,1
3712,4,1982,9,24000,80,155,76,5,5
3713,3,1948,1,10000,120,150,120,2,1
3714,4,1973,12,100000,150,172,120,4,5
3715,5,1964,4,120000,240,178,200,4,4
3716,2,1970,3,3000,100,167,80,2,1
3717,4,1986,12,36000,120,175,130,5,5
3718,4,1957,3,25000,12,163,130,2,3
3719,4,1960,6,22000,62,169,140,3,5
3720,4,1955,1,0,200,153,100,4,1
3721,5,1942,7,36000,80,173,130,1,1
3722,4,1970,1,0,300,160,110,2,1
3723,4,1982,12,240000,90,165,53,4,4
3724,4,1965,6,10000,150,175,160,4,1
3725,4,1954,6,54000,48.8,156,104,3,3
3726,4,1993,4,20000,100,175,120,5,2
3727,4,1963,7,20000,45,150,90,4,5
3728,1,1995,7,18000,70,155,110,5,5
3729,4,1995,6,0,100,172,180,5,4
3730,5,1986,12,30000,90,160,110,5,5
3731,4,1976,7,800000,120,168,140,4,4
3732,4,1985,6,100000,120,168,140,4,5
3733,3,1983,12,120000,105,170,127,4,5
3734,4,1982,3,2000,50,160,102,4,1
3735,4,1975,6,50000,148,163,101,4,5
3736,3,1949,1,20040,140,160,92,1,1
3737,4,1954,4,10000,110,168,118,4,1
3738,4,1979,10,40000,120,175,130,5,4
3739,4,1964,5,30000,90,175,130,4,1
3740,4,1969,4,5000,100,165,120,4,1
3741,4,1983,11,50000,60,172,150,4,5
3742,4,1956,1,0,30,150,120,2,1
3743,3,1968,4,26400,65,157,115,3,4
3744,4,1980,6,500000,100,180,120,4,5
3745,2,1968,4,15000,69,155,103,2,1
3746,5,1981,3,0,95,167,75,5,2
3747,4,1994,6,18000,160,180,106,4,4
3748,4,1989,6,40000,32,175,160,5,2
3749,4,1948,3,20000,100,160,110,2,1
3750,5,1954,1,2000,88,165,110,2,1
3751,2,1957,3,0,200,169,100,3,1
3752,4,1952,10,100000,204,168,145,3,4
3753,5,1958,1,10000,200,167,138,5,1
3754,3,1943,4,30000,56,168,120,4,1
3755,1,1977,3,9000,80,160,107,3,3
3756,4,1945,1,0,200,155,80,2,1
3757,5,1991,3,36000,180,160,120,5,3
3758,3,1971,3,5000,180,156,100,4,1
3759,4,1979,4,30000,400,175,160,5,5
3760,3,1954,6,20000,100,167,160,2,1
3761,5,1966,4,0,89,160,106,3,2
3762,4,1972,4,10000,85,163,133,3,1
3763,4,1965,3,50000,130,164,100,4,1
3764,4,1960,4,0,105,172,130,4,1
3765,4,1986,10,50000,55,163,105,3,5
3766,4,1963,1,2500,100,160,144,2,1
3767,2,1954,3,0,150,150,120,2,1
3768,4,1970,7,0,60,158,120,3,2
3769,4,1982,12,50000,76,160,96,4,4
3770,4,1962,4,8000,150,178,160,5,1
3771,4,1986,12,100000,110,168,110,4,5
3772,4,1979,6,1000000,110,175,160,3,5
3773,4,1927,1,19200,72,160,90,4,1
3774,3,1992,3,18000,170,167,110,4,3
3775,4,1994,12,3000,140,162,124,5,5
3776,4,1942,7,70000,100,165,100,3,1
3777,4,1977,3,30000,60,160,102,4,1
3778,4,1963,9,35000,90,155,100,4,4
3779,4,1973,12,200000,140,172,150,4,5
3780,4,1938,6,36000,41,170,120,1,1
3781,2,1958,4,9000,200,160,120,2,1
3782,4,1965,3,35000,150,160,115,5,1
3783,4,1939,1,30000,40,165,130,2,1
3784,3,1990,5,10000,60,170,75,5,5
3785,5,1975,4,0,70,155,122,2,4
3786,3,1966,4,100000,100,161,120,5,3
3787,4,1973,6,50000,88,175,160,4,3
3788,4,1964,1,12000,600,165,100,4,1
3789,4,1938,12,43200,100,172,144,3,1
3790,4,1949,12,50000,100,178,170,3,5
3791,5,1957,4,24000,26,175,140,5,1
3792,2,1993,6,25000,170,170,130,5,5
3793,4,1982,12,100000,110,174,200,3,5
3794,4,1983,4,30000,40,178,110,4,4
3795,4,1982,1,0,100,160,100,2,1
3796,4,1992,10,0,100,159,110,5,4
3797,3,1987,10,50000,87,176,138,4,5
3798,3,1995,11,0,60,165,98,4,5
3799,5,1946,3,20000,40,158,150,5,1
3800,5,1987,10,0,84,167,130,4,5
3801,5,1966,4,5000,30,153,110,3,1
3802,4,1982,10,200000,70,170,130,5,5
3803,4,1987,13,0,29,176,135,4,5
3804,4,1972,4,30000,400,170,140,3,1
3805,2,1934,1,0,60,158,100,1,1
3806,2,1936,1,10000,120,170,120,2,1
3807,4,1938,6,12000,73,160,120,4,1
3808,3,1960,3,30000,14,162,118,4,1
3809,4,1966,3,40000,600,170,130,4,1
3810,4,1930,1,0,45,140,80,4,2
3811,4,1951,3,30000,50,151,140,5,1
3812,4,1934,2,6000,60,170,110,3,1
3813,4,1970,3,10000,3,156,110,4,2
3814,4,1968,3,20000,130,164,100,4,1
3815,4,1966,4,50000,51.4,175,130,5,1
3816,5,1955,13,5000,150,165,150,5,1
3817,4,1973,3,50000,200,170,130,4,2
3818,4,1946,4,40000,60,172,120,3,1
3819,4,1990,6,70000,140,168,118,4,5
3820,5,1937,1,0,120,158,100,4,1
3821,4,1948,3,25000,105,167,120,4,5
3822,4,1958,3,0,120,155,120,3,1
3823,3,1965,1,0,150,145,90,5,1
3824,2,1945,-8,10000,64,150,105,2,4
3825,3,1994,4,30000,100,164,50,5,5
3826,5,1976,6,4000,100,163,128,5,3
3827,4,1988,10,35000,100,163,100,4,4
3828,5,1967,4,40000,12,158,160,4,5
3829,4,1956,3,7500,50,165,96,3,1
3830,4,1993,11,20000,120,160,120,5,4
3831,4,1982,4,20000,70,169,120,3,1
3832,3,1936,2,40800,35,170,110,3,1
3833,5,1975,4,20000,180,170,145,3,1
3834,4,1953,3,10000,65,158,124,3,1
3835,5,1985,7,24000,150,163,98,5,5
3836,4,1961,4,20000,450,154,100,4,3
3837,3,1975,4,25000,90,167,130,4,5
3838,3,1926,4,36000,73.1,168,140,2,1
3839,4,1969,4,30000,200,175,120,2,4
3840,1,1961,6,4000,120,171,168,1,1
3841,4,1965,3,2000,150,165,160,3,1
3842,5,1972,1,30000,300,175,150,4,1
3843,4,1950,3,-2,90,155,98,2,1
3844,3,1971,4,14400,120,170,170,4,3
3845,4,1946,3,10000,100,170,110,2,1
3846,3,1959,6,27600,56,175,138,3,4
3847,4,1949,4,41600,69,170,170,2,1
3848,4,1951,1,30000,230,175,134,5,1
3849,4,1939,7,24000,150,167,200,1,1
3850,4,1995,6,0,120,185,120,5,5
3851,4,1970,4,20000,80,165,130,2,4
3852,3,1959,9,30000,41,160,120,3,4
3853,2,1944,3,2000,90,173,102,2,1
3854,4,1955,6,7560,150,154,130,5,1
3855,4,1944,3,0,110,165,100,3,1
3856,5,1956,3,0,40,170,128,4,1
3857,4,1972,3,5000,90,170,104,4,1
3858,4,1969,4,100000,102,165,125,4,5
3859,3,1968,6,75000,150,166,136,4,3
3860,4,1959,4,24000,200,160,130,4,1
3861,2,1954,3,10000,70,162,130,2,1
3862,3,1935,1,0,120,160,130,4,1
3863,5,1985,10,0,95,162,100,5,5
3864,4,1978,4,10000,110,161,116,4,2
3865,4,1970,4,100000,110,170,150,5,5
3866,4,1959,6,0,400,160,138,5,1
3867,4,1968,4,-2,100,170,126,4,3
3868,4,1989,10,-3,100,160,100,4,5
3869,4,1936,7,56400,55,154,115,5,1
3870,4,1970,4,20000,150,150,110,4,1
3871,5,1974,11,50000,91,158,150,5,5
3872,4,1945,3,720,30,170,105,1,1
3873,4,1951,1,2400,90,160,100,2,1
3874,4,1956,4,28000,18,168,150,4,5
3875,4,1942,12,45000,60,157,110,3,1
3876,4,1945,1,1000,130,155,100,4,1
3877,4,1950,3,720,118,160,110,4,1
3878,5,1950,1,-3,100,160,120,4,1
3879,3,1997,4,7500,400,165,125,5,4
3880,3,1991,4,0,110,158,120,3,5
3881,5,1954,1,-1,100,157,96,3,1
3882,4,1953,3,-1,330,160,118,4,1
3883,4,1940,8,30000,150,165,120,2,1
3884,4,1957,6,41000,30,152,135,2,3
3885,4,1945,12,50000,77,168,140,2,3
3886,1,1938,1,12000,40,155,85,1,1
3887,2,1985,7,30000,80,165,96,2,5
3888,3,1994,11,0,100,167,105,5,5
3889,4,1945,1,-2,50,155,75,2,1
3890,4,1949,4,50000,180,157,103,3,2
3891,4,1950,1,2000,60,175,102,4,1
3892,5,1938,3,1200,170,159,90,4,1
3893,4,1970,3,80000,36,168,140,4,2
3894,4,1975,3,5000,150,162,130,4,1
3895,3,1969,1,0,45,160,140,3,1
3896,5,1957,10,21840,56.7,173,150,5,1
3897,3,1954,1,20000,100,155,105,4,1
3898,4,1960,6,40000,70,162,180,3,1
3899,4,1957,3,-1,20,165,110,3,1
3900,4,1969,6,35000,95,160,120,4,5
3901,4,1952,4,30000,95,162,95,2,1
3902,2,1975,4,13200,60,156,110,4,3
3903,4,1964,3,1000,120,166,130,2,1
3904,3,1992,10,25000,150,160,120,5,4
3905,4,1986,4,60000,400,171,115,5,2
3906,5,1972,3,0,59,160,130,3,2
3907,4,1980,4,20000,100,165,90,5,4
3908,4,1937,3,840,120,165,110,2,1
3909,5,1995,12,4000,54,177,167,4,5
3910,2,1947,3,840,79,153,78,2,1
3911,4,1957,11,0,41,170,120,3,1
3912,4,1967,3,8000,100,172,130,4,1
3913,4,1953,1,10000,114,156,140,4,1
3914,2,1974,3,24000,120,165,150,5,3
3915,5,1941,6,40000,70,172,160,4,2
3916,3,1939,3,2000,60,165,90,2,1
3917,4,1945,4,30000,90,168,130,3,1
3918,3,1984,4,30000,64,160,160,4,4
3919,3,1935,1,4000,150,150,100,3,1
3920,5,1995,10,600,139,179,110,3,5
3921,3,1972,4,50000,90,180,126,4,1
3922,4,1968,10,60000,170,162,140,3,4
3923,3,1952,3,1200,270,178,120,4,1
3924,4,1944,3,26400,20,161,110,3,1
3925,3,1931,3,42000,39,178,126,2,1
3926,4,1953,4,30000,80,168,154,5,1
3927,3,1971,6,40000,200,177,190,3,5
3928,3,1985,13,300000,40,170,120,4,5
3929,4,1975,12,400000,94,184,175,5,4
3930,5,1960,1,20000,50,160,135,4,1
3931,4,1936,1,900,80,145,75,3,1
3932,3,1960,3,13000,60,155,105,4,1
3933,4,1957,2,1000,50,158,98,2,1
3934,4,1962,4,24000,160,152,116,4,2
3935,4,1986,7,20000,100,170,170,5,4
3936,4,1984,4,0,70,162,105,4,1
3937,4,1988,10,90000,70,177,160,5,5
3938,4,1940,1,0,90,161,80,2,1
3939,3,1960,12,100000,58,170,120,4,5
3940,3,1981,5,60000,15,159,90,3,5
3941,4,1975,4,-3,60,170,150,4,1
3942,4,1952,4,40000,42,170,160,4,1
3943,3,1967,4,30000,94,170,110,4,1
3944,5,1962,6,50000,88,170,149,4,1
3945,4,1978,4,18000,100,150,101,4,4
3946,4,1988,9,-3,110,157,98,4,5
3947,-8,1956,4,50000,30,158,110,3,3
3948,4,1952,3,4000,60,155,130,2,1
3949,4,1957,7,-3,70,153,119,3,4
3950,4,1976,3,30000,200,170,140,5,2
3951,5,1982,11,65000,59,178,188,4,5
3952,5,1948,2,6000,300,160,130,5,1
3953,4,1996,12,1800,100,178,145,4,4
3954,4,1978,4,50000,80,170,200,5,5
3955,4,1936,1,10000,120,155,98,4,1
3956,4,1955,6,24000,63,165,140,4,1
3957,5,1980,6,40000,80,158,110,5,4
3958,3,1949,11,20000,52,170,140,3,2
3959,5,1949,3,7500,150,165,120,2,1
3960,4,1964,7,30000,130,175,140,4,4
3961,4,1957,6,32400,53,163,140,5,4
3962,4,1969,6,-3,80,114,112,4,2
3963,4,1964,6,36000,35,183,180,4,2
3964,4,1950,3,8000,110,170,140,3,1
3965,2,1927,1,1200,90,145,85,2,1
3966,5,1940,1,1500,230,155,90,2,1
3967,4,1947,3,18000,100,165,130,3,1
3968,4,1980,4,20000,75,160,160,4,4
3969,2,1969,3,20000,80,165,110,3,1
3970,3,1954,4,36000,90,168,150,2,1
3971,4,1996,6,-1,120,158,104,5,4
3972,5,1957,4,20000,70,158,100,2,1
3973,4,1957,4,1400,50,165,120,1,1
3974,4,1942,1,0,230,150,120,2,1
3975,4,1940,3,20000,100,165,108,4,1
3976,4,1971,3,6000,300,175,130,4,1
3977,4,1974,7,20000,110,174,128,3,4
3978,4,1974,9,100000,98,150,96,3,4
3979,4,1934,4,36000,35,173,150,2,1
3980,4,1961,6,150000,80,177,140,4,4
3981,5,1991,12,-1,300,174,173,5,5
3982,4,1968,3,10000,130,180,150,5,1
3983,4,1946,2,10000,105,155,90,3,1
3984,5,1945,3,720,150,153,120,3,1
3985,3,1968,3,15000,160,149,95,3,1
3986,4,1955,9,34800,83,167,120,2,4
3987,4,1992,7,20000,80,170,100,5,5
3988,4,1938,1,0,140,170,140,4,1
3989,4,1950,3,18000,70,153,135,4,1
3990,4,1942,12,40000,76,179,95,2,2
3991,4,1960,6,0,45,160,150,3,3
3992,5,1941,1,1000,100,160,110,5,1
3993,4,1983,12,100000,80,155,96,4,4
3994,2,1958,6,18000,69,160,120,2,3
3995,3,1951,4,36000,35,158,120,2,1
3996,4,1966,4,0,200,162,104,5,4
3997,3,1960,3,10000,90,170,110,4,1
3998,4,1946,1,1000,58.5,153,130,1,1
3999,2,1970,8,15000,75,170,138,4,4
4000,3,1947,1,14000,280,145,100,4,1
4001,3,1986,3,70000,120,168,155,4,2
4002,4,1990,4,23000,350,162,110,3,5
4003,3,1981,4,0,200,160,120,4,1
4004,3,1986,4,40000,120,161,135,3,4
4005,1,1960,3,3000,40,158,89,1,1
4006,5,1975,11,200000,300,170,120,5,5
4007,4,1980,10,40000,180,163,100,5,4
4008,4,1977,3,0,110,176,150,3,3
4009,4,1965,3,10000,100,164,130,4,1
4010,5,1955,3,28000,124,157,150,3,1
4011,4,1940,1,3000,200,158,120,4,1
4012,4,1970,4,4000,200,158,90,4,1
4013,5,1947,4,20000,40,164,140,3,1
4014,4,1994,12,-2,105,163,120,2,5
4015,4,1928,1,50000,80,160,95,3,1
4016,4,1964,12,84000,90,168,136,4,5
4017,4,1949,4,48000,70,170,140,5,3
4018,3,1996,7,0,43.2,162,130,5,5
4019,4,1968,10,36000,100,168,140,4,5
4020,4,1955,1,8000,108,165,80,5,1
4021,4,1991,10,32000,126,160,110,5,5
4022,4,1927,3,15600,60,160,90,3,1
4023,3,1955,4,30000,90,165,160,2,2
4024,4,1968,9,20000,58,158,112,3,4
4025,4,1977,3,3000,100,172,121,4,3
4026,2,1960,3,-1,60,156,91,3,1
4027,3,1989,4,0,500,165,132,5,1
4028,3,1994,10,0,90,150,120,3,4
4029,5,1973,4,30000,88,172,180,2,1
4030,4,1937,6,48000,44,166,128,3,3
4031,5,1975,4,36000,79,160,123,5,3
4032,4,1951,1,0,150,168,130,2,1
4033,4,1971,4,25000,79,176,170,3,5
4034,3,1961,6,30000,80,170,140,4,3
4035,4,1966,4,10000,130,155,115,5,1
4036,5,1940,3,43200,60,168,150,3,3
4037,4,1948,3,-2,120,155,86,3,1
4038,5,1973,4,0,240,168,155,3,1
4039,4,1946,7,36000,59.5,172,126,4,4
4040,4,1935,3,-2,150,150,105,3,1
4041,2,1967,3,2000,200,160,110,4,1
4042,4,1966,3,100000,100,162,160,2,1
4043,4,1967,10,0,500,178,210,1,3
4044,4,1964,9,100000,100,162,128,2,5
4045,5,1949,4,20400,137,157,150,3,1
4046,5,1941,12,90000,60,173,164,3,5
4047,5,1957,3,10000,300,162,117,5,1
4048,4,1985,13,30000,80,155,100,4,4
4049,1,1970,5,35000,30,170,140,3,4
4050,4,1970,3,0,49,176,143,5,1
4051,4,1969,6,18000,53,165,130,4,5
4052,4,1963,6,3000,100,160,100,4,3
4053,3,1944,12,36000,46,160,130,4,1
4054,5,1986,12,36000,200,169,120,5,4
4055,4,1983,12,40000,120,165,120,4,5
4056,5,1946,3,900,100,147,94,4,1
4057,4,1959,5,40000,110,172,135,3,1
4058,5,1959,6,20000,130,158,100,5,1
4059,4,1964,9,35000,70,170,150,4,4
4060,4,1963,4,15000,52,160,110,4,1
4061,3,1976,9,40000,98,164,108,4,5
4062,5,1940,1,25000,260,170,120,5,1
4063,4,1952,4,12000,89,164,120,3,1
4064,4,1955,3,0,180,155,140,3,1
4065,4,1953,9,20000,93,165,130,5,1
4066,4,1982,3,10000,100,165,100,5,1
4067,4,1964,6,30000,70,174,150,4,5
4068,5,1969,6,30000,30,160,130,3,4
4069,4,1951,4,20000,117,168,145,4,1
4070,3,1996,6,0,150,183,144,4,4
4071,4,1957,7,40000,120,171,120,5,2
4072,4,1980,4,30000,85,158,120,3,3
4073,4,1957,3,10000,120,165,97,3,1
4074,4,1962,6,50000,300,176,180,5,3
4075,5,1952,4,0,60,150,100,3,1
4076,5,1976,4,-3,105,162,100,5,5
4077,4,1973,6,60000,90,156,130,4,5
4078,3,1963,3,30000,65,155,135,4,1
4079,5,1971,4,10000,83,165,130,3,1
4080,3,1977,10,-3,110,165,110,4,3
4081,2,1980,3,2000,100,160,120,3,1
4082,3,1973,9,85000,70,173,152,4,5
4083,4,1962,4,30000,70,168,110,4,1
4084,5,1981,4,0,85,160,105,4,4
4085,4,1997,7,3100,60,173,135,5,4
4086,4,1978,3,40000,60,171,124,4,2
4087,5,1978,10,300000,142,162,115,3,4
4088,4,1953,1,12000,100,148,93,4,1
4089,4,1959,3,10000,100,175,120,5,1
4090,4,1968,3,-2,234,160,110,4,1
4091,3,1982,3,60000,105,170,133,4,4
4092,4,1954,3,0,70,156,109,4,1
4093,4,1979,12,36000,88,168,120,4,4
4094,4,1990,4,0,120,165,92,4,3
4095,4,1945,3,-2,150,150,98,5,1
4096,3,1934,4,72000,50,171,160,2,1
4097,4,1948,1,1000,100,140,80,2,1
4098,4,1963,3,-2,360,168,120,4,3
4099,4,1987,4,10000,150,160,100,4,2
4100,3,1970,4,18000,160,160,105,5,1
4101,5,1935,1,0,70,155,100,4,1
4102,2,1962,4,3000,45,160,110,1,1
4103,5,1948,1,3500,150,165,120,2,1
4104,4,1941,3,3000,80,170,120,5,1
4105,2,1955,4,36000,35,160,90,3,1
4106,4,1970,3,42000,60,157,114,3,1
4107,4,1966,3,1100,222,162,110,4,1
4108,3,1957,6,5000,95,167,132,2,1
4109,1,1956,1,9000,180,160,120,1,1
4110,4,1964,10,50000,84,172,140,1,5
4111,3,1971,3,20000,120,176,160,4,1
4112,4,1970,4,8000,100,155,105,4,1
4113,4,1965,3,-2,80,170,160,4,1
4114,3,1979,4,20000,90,160,110,5,1
4115,3,1942,2,0,160,156,90,4,1
4116,4,1943,1,12600,100,165,100,2,1
4117,4,1990,4,30000,88,170,160,3,5
4118,3,1971,3,8000,70,165,120,2,2
4119,4,1975,3,10000,300,167,120,5,2
4120,3,1966,4,5000,200,152,106,2,1
4121,4,1949,1,0,120,155,90,4,1
4122,4,1977,4,20000,620,160,95,3,1
4123,4,1945,6,12000,70,160,135,3,1
4124,5,1997,7,0,200,165,145,5,5
4125,2,1957,4,20000,90,170,130,3,2
4126,4,1994,12,2000,112,170,126,4,5
4127,5,1985,9,40000,57,161,136,5,1
4128,3,1965,4,4000,60,160,130,4,1
4129,1,1946,4,0,110,155,120,4,1
4130,5,1996,6,15000,85.5,162,96,5,2
4131,4,1974,10,50000,100,166,120,4,3
4132,4,1946,4,20000,32,155,110,2,1
4133,4,1953,1,4200,90,160,110,2,1
4134,5,1997,4,40000,90,158,110,5,4
4135,4,1959,3,10000,100,160,150,4,1
4136,5,1963,4,30000,140,172,160,4,3
4137,4,1972,12,200000,140,157,82,5,5
4138,4,1979,7,0,52,156,113,4,5
4139,4,1974,1,5000,18,165,120,3,1
4140,5,1953,1,15000,300,165,100,5,1
4141,4,1996,4,0,80,160,100,4,5
4142,5,1979,3,30000,15,165,98,3,2
4143,4,1994,10,50000,100,167,156,4,5
4144,4,1952,1,0,60,160,120,2,1
4145,4,1971,9,14000,50,165,140,4,5
4146,3,1970,4,50000,150,172,140,4,1
4147,4,1947,1,-2,20,150,100,2,1
4148,4,1994,10,30000,98,160,100,4,5
4149,4,1978,4,40000,200,167,110,4,1
4150,1,1964,4,15000,40,160,98,4,2
4151,5,1975,4,40000,90,160,116,4,5
4152,4,1930,1,540,99,160,100,3,1
4153,4,1970,6,50000,130,173,120,5,5
4154,4,1966,3,12000,80,165,108,3,1
4155,4,1940,3,-1,400,160,106,4,1
4156,4,1945,10,29000,105,160,85,4,1
4157,4,1959,1,24000,47.5,158,80,3,1
4158,5,1935,3,5000,80,170,130,2,1
4159,3,1961,6,4000,300,156,110,4,5
4160,5,1969,3,30000,70,175,150,4,1
4161,4,1958,6,9600,59.5,176,180,3,2
4162,4,1969,4,40000,168,160,110,4,4
4163,4,1954,4,10000,181,170,120,4,1
4164,4,1947,5,24000,120,140,110,4,3
4165,4,1994,6,0,83,182,120,5,5
4166,5,1985,4,150000,5,170,170,4,5
4167,2,1983,4,20000,50,165,150,4,5
4168,4,1953,1,40000,350,181,152,4,1
4169,3,1987,12,100000,150,181,120,5,5
4170,4,1952,3,25000,150,170,125,4,1
4171,4,1985,4,50000,200,175,140,4,5
4172,3,1973,4,40000,50,161,118,4,5
4173,4,1955,3,20000,100,169,140,4,1
4174,5,1974,12,40000,126,162,134,4,5
4175,3,1931,1,0,90,148,90,2,1
4176,4,1997,6,-1,40,163,110,4,3
4177,4,1971,6,30000,120,172,120,5,2
4178,4,1948,3,24000,85,150,100,4,1
4179,5,1955,4,0,125,160,110,3,1
4180,4,1989,10,48000,100,162,96,4,5
4181,4,1968,9,50000,52,155,100,4,5
4182,2,1949,1,6000,160,157,116,3,1
4183,3,1975,3,0,80,156,114,3,1
4184,4,1957,1,24000,40,175,150,3,1
4185,3,1983,12,200000,26,173,120,4,5
4186,4,1928,3,-2,50,160,100,2,1
4187,4,1970,10,20000,99,153,100,4,5
4188,4,1953,4,15000,180,155,95,3,1
4189,3,1970,3,17000,80,172,130,4,2
4190,5,1967,1,0,80,148,78,2,1
4191,4,1975,3,110000,120,160,100,3,1
4192,4,1965,9,36000,180,172,155,5,5
4193,4,1978,4,50000,65,160,110,4,5
4194,5,1967,7,150000,102,180,150,5,5
4195,3,1949,1,4800,100,150,126,2,1
4196,4,1989,5,150000,50,170,120,4,5
4197,5,1969,3,10000,100,160,120,4,1
4198,4,1960,3,2000,70,160,150,5,1
4199,4,1969,3,20000,140,162,128,3,1
4200,4,1989,12,90000,90,168,115,3,5
4201,3,1958,3,6000,120,160,140,2,1
4202,5,1957,3,40000,100,160,120,5,1
4203,5,1997,8,3000,120,178,120,4,3
4204,4,1969,3,0,100,162,120,4,1
4205,5,1969,9,38000,90,163,100,5,4
4206,5,1991,4,20000,120,170,100,5,5
4207,4,1967,3,-2,120,155,120,5,1
4208,4,1965,4,50000,200,175,140,4,1
4209,4,1984,5,0,90,165,90,5,5
4210,4,1962,6,20000,110,170,140,3,1
4211,4,1954,12,70000,72,162,108,3,5
4212,4,1947,1,20000,140,168,111,5,1
4213,4,1962,4,15000,200,175,125,3,1
4214,4,1967,3,5000,100,173,130,2,1
4215,5,1977,4,40000,350,170,130,4,3
4216,5,1941,1,0,167,160,135,2,1
4217,4,1968,4,10000,50,160,110,3,1
4218,4,1952,7,36000,140,160,120,4,1
4219,4,1974,4,20000,40,173,160,2,4
4220,5,1928,3,36000,80,155,120,4,1
4221,4,1959,4,11000,44.6,170,118,3,1
4222,3,1962,3,5000,300,176,150,2,1
4223,4,1960,6,5000,40,170,130,2,1
4224,3,1930,1,91200,39,170,150,3,1
4225,4,1945,3,24000,200,170,140,4,1
4226,4,1962,9,18000,100,160,135,4,2
4227,4,1938,1,-1,60,164,130,5,1
4228,4,1953,3,5000,100,170,120,5,1
4229,4,1959,4,0,380,165,130,4,1
4230,5,1991,12,15000,136,170,100,4,5
4231,3,1971,3,7000,65,160,113,3,1
4232,4,1995,4,20000,100,170,135,5,5
4233,4,1925,1,1200,100,150,82,3,1
4234,5,1966,3,10000,300,170,134,5,1
4235,3,1970,3,1000,120,163,118,4,1
4236,4,1964,4,21000,64,168,160,5,3
4237,5,1956,7,20000,16,155,80,3,2
4238,4,1981,7,20000,84,166,125,5,4
4239,4,1978,12,60000,67,173,90,5,4
4240,4,1967,4,30000,272,158,126,3,1
4241,4,1996,6,50000,100,175,160,5,4
4242,3,1969,3,10000,30,170,130,4,1
4243,4,1950,2,3600,150,155,110,4,1
4244,3,1972,3,1000,105,166,100,4,1
4245,3,1981,4,10000,180,165,142,3,1
4246,3,1988,4,10000,260,160,120,5,5
4247,4,1951,3,5000,130,155,120,2,1
4248,2,1952,2,0,100,160,97,2,1
4249,4,1990,12,36000,50,160,120,5,5
4250,4,1937,4,9600,200,158,110,4,1
4251,4,1957,4,20000,80,150,128,4,1
4252,3,1962,4,10000,500,162,135,5,1
4253,2,1979,4,24000,30,155,110,4,2
4254,4,1957,6,23000,40,157,115,4,1
4255,4,1939,3,1000,40,150,90,2,1
4256,3,1940,1,8000,70,160,100,1,1
4257,5,1990,10,30000,10,170,120,5,3
4258,4,1983,4,0,90,160,100,4,4
4259,4,1987,12,70000,140,185,160,4,4
4260,4,1962,1,100,140,172,150,3,1
4261,4,1966,4,50000,240,175,170,4,2
4262,5,1980,7,0,110,162,120,4,3
4263,4,1960,4,28800,46,158,125,4,5
4264,3,1971,6,-3,80,171,150,3,3
4265,4,1950,3,2000,120,170,150,4,1
4266,4,1985,10,30000,63,170,160,4,5
4267,2,1956,4,15000,100,165,115,3,2
4268,4,1973,13,100000,85,170,140,5,5
4269,4,1934,12,25000,120,173,98,2,1
4270,3,1981,4,30000,48,178,130,3,1
4271,4,1963,4,7000,100,165,120,4,1
4272,3,1987,12,70000,50,158,140,4,5
4273,3,1930,1,0,150,160,90,3,1
4274,5,1981,12,60000,43,180,130,5,4
4275,3,1969,3,5000,45,165,145,2,1
4276,5,1956,3,6000,100,157,143,2,3
4277,4,1975,6,30000,130,158,102,5,5
4278,5,1971,6,10000,36,167,120,4,2
4279,3,1995,12,3000,100,175,125,5,5
4280,5,1928,1,40000,70,160,100,4,1
4281,3,1944,4,2000,120,155,100,3,1
4282,4,1946,4,27600,35.3,174,150,3,1
4283,4,1985,4,5000,90,170,115,2,1
4284,4,1945,3,0,70,160,90,4,1
4285,4,1964,5,30000,100,175,170,4,1
4286,3,1964,6,20000,73,172,130,2,4
4287,3,1978,4,40000,30,165,110,5,2
4288,4,1950,1,30000,375,172,140,4,3
4289,3,1958,3,15000,50,170,120,4,1
4290,5,1981,4,20000,70,170,210,4,4
4291,4,1953,6,30000,72,176,148,5,2
4292,4,1962,4,25000,160,170,130,4,1
4293,4,1968,4,110000,8,163,130,3,3
4294,5,1992,13,0,180,170,105,4,5
4295,5,1933,3,36000,76,155,130,5,1
4296,2,1944,3,18000,58,150,115,4,1
4297,5,1944,3,2000,100,160,110,3,1
4298,5,1941,3,1000,60,160,154,5,1
4299,4,1950,4,20000,36.8,165,120,4,1
4300,1,1990,12,30000,110,156,98,5,5
4301,2,1962,3,0,270,145,72,2,1
4302,4,1981,4,-1,300,160,100,4,1
4303,4,1995,10,-1,103,160,102,4,5
4304,4,1993,10,0,40,158,130,4,5
4305,5,1945,3,8500,40,163,105,3,1
4306,4,1935,1,24000,60,159,117,3,1
4307,3,1979,10,60000,95,160,103,3,5
4308,5,1936,4,36000,41,150,108,4,1
4309,4,1946,3,36000,100,162,120,3,3
4310,4,1983,6,0,150,160,96,3,5
4311,4,1968,1,7500,80,150,120,2,1
4312,3,1957,3,5000,50,167,120,4,1
